src,dest,path,EdgeType
KRT40-TRAN,KRT40-PROT,internal link,Gene-TRAN-Gene-PROT
KRT9-TRAN,KRT9-PROT,internal link,Gene-TRAN-Gene-PROT
KSR1-TRAN,KSR1-PROT,internal link,Gene-TRAN-Gene-PROT
KSR2-TRAN,KSR2-PROT,internal link,Gene-TRAN-Gene-PROT
LAMA1-TRAN,LAMA1-PROT,internal link,Gene-TRAN-Gene-PROT
LAMA2-TRAN,LAMA2-PROT,internal link,Gene-TRAN-Gene-PROT
LAMA3-TRAN,LAMA3-PROT,internal link,Gene-TRAN-Gene-PROT
LAMA4-TRAN,LAMA4-PROT,internal link,Gene-TRAN-Gene-PROT
LAMA5-TRAN,LAMA5-PROT,internal link,Gene-TRAN-Gene-PROT
LAMB1-TRAN,LAMB1-PROT,internal link,Gene-TRAN-Gene-PROT
LAMB2-TRAN,LAMB2-PROT,internal link,Gene-TRAN-Gene-PROT
LAMB3-TRAN,LAMB3-PROT,internal link,Gene-TRAN-Gene-PROT
LAMB4-TRAN,LAMB4-PROT,internal link,Gene-TRAN-Gene-PROT
LAMC1-TRAN,LAMC1-PROT,internal link,Gene-TRAN-Gene-PROT
LAMC2-TRAN,LAMC2-PROT,internal link,Gene-TRAN-Gene-PROT
LAMC3-TRAN,LAMC3-PROT,internal link,Gene-TRAN-Gene-PROT
LAMTOR1-TRAN,LAMTOR1-PROT,internal link,Gene-TRAN-Gene-PROT
LAMTOR2-TRAN,LAMTOR2-PROT,internal link,Gene-TRAN-Gene-PROT
LAMTOR3-TRAN,LAMTOR3-PROT,internal link,Gene-TRAN-Gene-PROT
LAMTOR4-TRAN,LAMTOR4-PROT,internal link,Gene-TRAN-Gene-PROT
LAMTOR5-TRAN,LAMTOR5-PROT,internal link,Gene-TRAN-Gene-PROT
LAT-TRAN,LAT-PROT,internal link,Gene-TRAN-Gene-PROT
LATS1-TRAN,LATS1-PROT,internal link,Gene-TRAN-Gene-PROT
LATS2-TRAN,LATS2-PROT,internal link,Gene-TRAN-Gene-PROT
LCK-TRAN,LCK-PROT,internal link,Gene-TRAN-Gene-PROT
LCN2-TRAN,LCN2-PROT,internal link,Gene-TRAN-Gene-PROT
LCP2-TRAN,LCP2-PROT,internal link,Gene-TRAN-Gene-PROT
LDHA-TRAN,LDHA-PROT,internal link,Gene-TRAN-Gene-PROT
LDHAL6A-TRAN,LDHAL6A-PROT,internal link,Gene-TRAN-Gene-PROT
LDHAL6B-TRAN,LDHAL6B-PROT,internal link,Gene-TRAN-Gene-PROT
LDHB-TRAN,LDHB-PROT,internal link,Gene-TRAN-Gene-PROT
LDHC-TRAN,LDHC-PROT,internal link,Gene-TRAN-Gene-PROT
LEF1-TRAN,LEF1-PROT,internal link,Gene-TRAN-Gene-PROT
LEFTY1-TRAN,LEFTY1-PROT,internal link,Gene-TRAN-Gene-PROT
LEFTY2-TRAN,LEFTY2-PROT,internal link,Gene-TRAN-Gene-PROT
LEP-TRAN,LEP-PROT,internal link,Gene-TRAN-Gene-PROT
LEPR-TRAN,LEPR-PROT,internal link,Gene-TRAN-Gene-PROT
LFNG-TRAN,LFNG-PROT,internal link,Gene-TRAN-Gene-PROT
LGR4-TRAN,LGR4-PROT,internal link,Gene-TRAN-Gene-PROT
LGR5-TRAN,LGR5-PROT,internal link,Gene-TRAN-Gene-PROT
LGR6-TRAN,LGR6-PROT,internal link,Gene-TRAN-Gene-PROT
LHB-TRAN,LHB-PROT,internal link,Gene-TRAN-Gene-PROT
LHCGR-TRAN,LHCGR-PROT,internal link,Gene-TRAN-Gene-PROT
LIF-TRAN,LIF-PROT,internal link,Gene-TRAN-Gene-PROT
LIFR-TRAN,LIFR-PROT,internal link,Gene-TRAN-Gene-PROT
LILRA1-TRAN,LILRA1-PROT,internal link,Gene-TRAN-Gene-PROT
LILRA2-TRAN,LILRA2-PROT,internal link,Gene-TRAN-Gene-PROT
LILRA4-TRAN,LILRA4-PROT,internal link,Gene-TRAN-Gene-PROT
LILRA5-TRAN,LILRA5-PROT,internal link,Gene-TRAN-Gene-PROT
LILRA6-TRAN,LILRA6-PROT,internal link,Gene-TRAN-Gene-PROT
LILRB1-TRAN,LILRB1-PROT,internal link,Gene-TRAN-Gene-PROT
LILRB2-TRAN,LILRB2-PROT,internal link,Gene-TRAN-Gene-PROT
LILRB3-TRAN,LILRB3-PROT,internal link,Gene-TRAN-Gene-PROT
LILRB4-TRAN,LILRB4-PROT,internal link,Gene-TRAN-Gene-PROT
LILRB5-TRAN,LILRB5-PROT,internal link,Gene-TRAN-Gene-PROT
LIMD1-TRAN,LIMD1-PROT,internal link,Gene-TRAN-Gene-PROT
LIPE-TRAN,LIPE-PROT,internal link,Gene-TRAN-Gene-PROT
LLGL1-TRAN,LLGL1-PROT,internal link,Gene-TRAN-Gene-PROT
LLGL2-TRAN,LLGL2-PROT,internal link,Gene-TRAN-Gene-PROT
LPAR1-TRAN,LPAR1-PROT,internal link,Gene-TRAN-Gene-PROT
LPAR2-TRAN,LPAR2-PROT,internal link,Gene-TRAN-Gene-PROT
LPAR3-TRAN,LPAR3-PROT,internal link,Gene-TRAN-Gene-PROT
LPAR4-TRAN,LPAR4-PROT,internal link,Gene-TRAN-Gene-PROT
LPAR5-TRAN,LPAR5-PROT,internal link,Gene-TRAN-Gene-PROT
LPAR6-TRAN,LPAR6-PROT,internal link,Gene-TRAN-Gene-PROT
LPIN1-TRAN,LPIN1-PROT,internal link,Gene-TRAN-Gene-PROT
LPIN2-TRAN,LPIN2-PROT,internal link,Gene-TRAN-Gene-PROT
LPIN3-TRAN,LPIN3-PROT,internal link,Gene-TRAN-Gene-PROT
LPL-TRAN,LPL-PROT,internal link,Gene-TRAN-Gene-PROT
LRP2-TRAN,LRP2-PROT,internal link,Gene-TRAN-Gene-PROT
LRP5-TRAN,LRP5-PROT,internal link,Gene-TRAN-Gene-PROT
LRP6-TRAN,LRP6-PROT,internal link,Gene-TRAN-Gene-PROT
LSP1-TRAN,LSP1-PROT,internal link,Gene-TRAN-Gene-PROT
LTA-TRAN,LTA-PROT,internal link,Gene-TRAN-Gene-PROT
LTB-TRAN,LTB-PROT,internal link,Gene-TRAN-Gene-PROT
LTB4R2-TRAN,LTB4R2-PROT,internal link,Gene-TRAN-Gene-PROT
LTBP1-TRAN,LTBP1-PROT,internal link,Gene-TRAN-Gene-PROT
LTBR-TRAN,LTBR-PROT,internal link,Gene-TRAN-Gene-PROT
LY96-TRAN,LY96-PROT,internal link,Gene-TRAN-Gene-PROT
LYN-TRAN,LYN-PROT,internal link,Gene-TRAN-Gene-PROT
MAGED1-TRAN,MAGED1-PROT,internal link,Gene-TRAN-Gene-PROT
MAGI1-TRAN,MAGI1-PROT,internal link,Gene-TRAN-Gene-PROT
MAGI2-TRAN,MAGI2-PROT,internal link,Gene-TRAN-Gene-PROT
MAGI3-TRAN,MAGI3-PROT,internal link,Gene-TRAN-Gene-PROT
MALT1-TRAN,MALT1-PROT,internal link,Gene-TRAN-Gene-PROT
MAML1-TRAN,MAML1-PROT,internal link,Gene-TRAN-Gene-PROT
MAML2-TRAN,MAML2-PROT,internal link,Gene-TRAN-Gene-PROT
MAML3-TRAN,MAML3-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K1-TRAN,MAP2K1-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K2-TRAN,MAP2K2-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K3-TRAN,MAP2K3-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K4-TRAN,MAP2K4-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K5-TRAN,MAP2K5-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K6-TRAN,MAP2K6-PROT,internal link,Gene-TRAN-Gene-PROT
MAP2K7-TRAN,MAP2K7-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K1-TRAN,MAP3K1-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K11-TRAN,MAP3K11-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K12-TRAN,MAP3K12-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K13-TRAN,MAP3K13-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K14-TRAN,MAP3K14-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K2-TRAN,MAP3K2-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K20-TRAN,MAP3K20-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K3-TRAN,MAP3K3-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K4-TRAN,MAP3K4-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K5-TRAN,MAP3K5-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K6-TRAN,MAP3K6-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K7-TRAN,MAP3K7-PROT,internal link,Gene-TRAN-Gene-PROT
MAP3K8-TRAN,MAP3K8-PROT,internal link,Gene-TRAN-Gene-PROT
MAP4K1-TRAN,MAP4K1-PROT,internal link,Gene-TRAN-Gene-PROT
MAP4K2-TRAN,MAP4K2-PROT,internal link,Gene-TRAN-Gene-PROT
MAP4K3-TRAN,MAP4K3-PROT,internal link,Gene-TRAN-Gene-PROT
MAP4K4-TRAN,MAP4K4-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK1-TRAN,MAPK1-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK10-TRAN,MAPK10-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK11-TRAN,MAPK11-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK12-TRAN,MAPK12-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK13-TRAN,MAPK13-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK14-TRAN,MAPK14-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK15-TRAN,MAPK15-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK3-TRAN,MAPK3-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK4-TRAN,MAPK4-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK6-TRAN,MAPK6-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK7-TRAN,MAPK7-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK8-TRAN,MAPK8-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK8IP1-TRAN,MAPK8IP1-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK8IP2-TRAN,MAPK8IP2-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK8IP3-TRAN,MAPK8IP3-PROT,internal link,Gene-TRAN-Gene-PROT
MAPK9-TRAN,MAPK9-PROT,internal link,Gene-TRAN-Gene-PROT
MAPKAP1-TRAN,MAPKAP1-PROT,internal link,Gene-TRAN-Gene-PROT
MAPKAPK2-TRAN,MAPKAPK2-PROT,internal link,Gene-TRAN-Gene-PROT
MAPKAPK3-TRAN,MAPKAPK3-PROT,internal link,Gene-TRAN-Gene-PROT
MAPKAPK5-TRAN,MAPKAPK5-PROT,internal link,Gene-TRAN-Gene-PROT
MAPT-TRAN,MAPT-PROT,internal link,Gene-TRAN-Gene-PROT
MATK-TRAN,MATK-PROT,internal link,Gene-TRAN-Gene-PROT
MAVS-TRAN,MAVS-PROT,internal link,Gene-TRAN-Gene-PROT
MAX-TRAN,MAX-PROT,internal link,Gene-TRAN-Gene-PROT
MC2R-TRAN,MC2R-PROT,internal link,Gene-TRAN-Gene-PROT
MCL1-TRAN,MCL1-PROT,internal link,Gene-TRAN-Gene-PROT
MCOLN1-TRAN,MCOLN1-PROT,internal link,Gene-TRAN-Gene-PROT
MCOLN2-TRAN,MCOLN2-PROT,internal link,Gene-TRAN-Gene-PROT
MCOLN3-TRAN,MCOLN3-PROT,internal link,Gene-TRAN-Gene-PROT
MDM2-TRAN,MDM2-PROT,internal link,Gene-TRAN-Gene-PROT
MDM4-TRAN,MDM4-PROT,internal link,Gene-TRAN-Gene-PROT
ME1-TRAN,ME1-PROT,internal link,Gene-TRAN-Gene-PROT
ME3-TRAN,ME3-PROT,internal link,Gene-TRAN-Gene-PROT
MECOM-TRAN,MECOM-PROT,internal link,Gene-TRAN-Gene-PROT
MED1-TRAN,MED1-PROT,internal link,Gene-TRAN-Gene-PROT
MED12-TRAN,MED12-PROT,internal link,Gene-TRAN-Gene-PROT
MED12L-TRAN,MED12L-PROT,internal link,Gene-TRAN-Gene-PROT
MED13-TRAN,MED13-PROT,internal link,Gene-TRAN-Gene-PROT
MED13L-TRAN,MED13L-PROT,internal link,Gene-TRAN-Gene-PROT
MED14-TRAN,MED14-PROT,internal link,Gene-TRAN-Gene-PROT
MED16-TRAN,MED16-PROT,internal link,Gene-TRAN-Gene-PROT
MED17-TRAN,MED17-PROT,internal link,Gene-TRAN-Gene-PROT
MED24-TRAN,MED24-PROT,internal link,Gene-TRAN-Gene-PROT
MED27-TRAN,MED27-PROT,internal link,Gene-TRAN-Gene-PROT
MED30-TRAN,MED30-PROT,internal link,Gene-TRAN-Gene-PROT
MED4-TRAN,MED4-PROT,internal link,Gene-TRAN-Gene-PROT
MEF2A-TRAN,MEF2A-PROT,internal link,Gene-TRAN-Gene-PROT
MEF2B-TRAN,MEF2B-PROT,internal link,Gene-TRAN-Gene-PROT
MEF2C-TRAN,MEF2C-PROT,internal link,Gene-TRAN-Gene-PROT
MEF2D-TRAN,MEF2D-PROT,internal link,Gene-TRAN-Gene-PROT
MEFV-TRAN,MEFV-PROT,internal link,Gene-TRAN-Gene-PROT
MEGF8-TRAN,MEGF8-PROT,internal link,Gene-TRAN-Gene-PROT
MET-TRAN,MET-PROT,internal link,Gene-TRAN-Gene-PROT
MFN1-TRAN,MFN1-PROT,internal link,Gene-TRAN-Gene-PROT
MFN2-TRAN,MFN2-PROT,internal link,Gene-TRAN-Gene-PROT
MFNG-TRAN,MFNG-PROT,internal link,Gene-TRAN-Gene-PROT
MGRN1-TRAN,MGRN1-PROT,internal link,Gene-TRAN-Gene-PROT
MIOS-TRAN,MIOS-PROT,internal link,Gene-TRAN-Gene-PROT
MKNK1-TRAN,MKNK1-PROT,internal link,Gene-TRAN-Gene-PROT
MKNK2-TRAN,MKNK2-PROT,internal link,Gene-TRAN-Gene-PROT
MLKL-TRAN,MLKL-PROT,internal link,Gene-TRAN-Gene-PROT
MLST8-TRAN,MLST8-PROT,internal link,Gene-TRAN-Gene-PROT
MLYCD-TRAN,MLYCD-PROT,internal link,Gene-TRAN-Gene-PROT
MMP1-TRAN,MMP1-PROT,internal link,Gene-TRAN-Gene-PROT
MMP13-TRAN,MMP13-PROT,internal link,Gene-TRAN-Gene-PROT
MMP14-TRAN,MMP14-PROT,internal link,Gene-TRAN-Gene-PROT
MMP2-TRAN,MMP2-PROT,internal link,Gene-TRAN-Gene-PROT
MMP3-TRAN,MMP3-PROT,internal link,Gene-TRAN-Gene-PROT
MMP7-TRAN,MMP7-PROT,internal link,Gene-TRAN-Gene-PROT
MMP9-TRAN,MMP9-PROT,internal link,Gene-TRAN-Gene-PROT
MOB1A-TRAN,MOB1A-PROT,internal link,Gene-TRAN-Gene-PROT
MOB1B-TRAN,MOB1B-PROT,internal link,Gene-TRAN-Gene-PROT
MOSMO-TRAN,MOSMO-PROT,internal link,Gene-TRAN-Gene-PROT
MPL-TRAN,MPL-PROT,internal link,Gene-TRAN-Gene-PROT
MRAS-TRAN,MRAS-PROT,internal link,Gene-TRAN-Gene-PROT
MS4A2-TRAN,MS4A2-PROT,internal link,Gene-TRAN-Gene-PROT
MST1-TRAN,MST1-PROT,internal link,Gene-TRAN-Gene-PROT
MST1R-TRAN,MST1R-PROT,internal link,Gene-TRAN-Gene-PROT
MTCP1-TRAN,MTCP1-PROT,internal link,Gene-TRAN-Gene-PROT
MTOR-TRAN,MTOR-PROT,internal link,Gene-TRAN-Gene-PROT
MUC5AC-TRAN,MUC5AC-PROT,internal link,Gene-TRAN-Gene-PROT
MUC5B-TRAN,MUC5B-PROT,internal link,Gene-TRAN-Gene-PROT
MYB-TRAN,MYB-PROT,internal link,Gene-TRAN-Gene-PROT
MYC-TRAN,MYC-PROT,internal link,Gene-TRAN-Gene-PROT
MYD88-TRAN,MYD88-PROT,internal link,Gene-TRAN-Gene-PROT
MYH6-TRAN,MYH6-PROT,internal link,Gene-TRAN-Gene-PROT
MYH7-TRAN,MYH7-PROT,internal link,Gene-TRAN-Gene-PROT
MYL2-TRAN,MYL2-PROT,internal link,Gene-TRAN-Gene-PROT
MYL3-TRAN,MYL3-PROT,internal link,Gene-TRAN-Gene-PROT
MYL4-TRAN,MYL4-PROT,internal link,Gene-TRAN-Gene-PROT
MYL6-TRAN,MYL6-PROT,internal link,Gene-TRAN-Gene-PROT
MYL6B-TRAN,MYL6B-PROT,internal link,Gene-TRAN-Gene-PROT
MYL9-TRAN,MYL9-PROT,internal link,Gene-TRAN-Gene-PROT
MYLK-TRAN,MYLK-PROT,internal link,Gene-TRAN-Gene-PROT
MYLK2-TRAN,MYLK2-PROT,internal link,Gene-TRAN-Gene-PROT
MYLK3-TRAN,MYLK3-PROT,internal link,Gene-TRAN-Gene-PROT
MYLK4-TRAN,MYLK4-PROT,internal link,Gene-TRAN-Gene-PROT
NAIP-TRAN,NAIP-PROT,internal link,Gene-TRAN-Gene-PROT
NAMPT-TRAN,NAMPT-PROT,internal link,Gene-TRAN-Gene-PROT
NANOG-TRAN,NANOG-PROT,internal link,Gene-TRAN-Gene-PROT
NANOGP8-TRAN,NANOGP8-PROT,internal link,Gene-TRAN-Gene-PROT
NBL1-TRAN,NBL1-PROT,internal link,Gene-TRAN-Gene-PROT
NCF1-TRAN,NCF1-PROT,internal link,Gene-TRAN-Gene-PROT
NCK1-TRAN,NCK1-PROT,internal link,Gene-TRAN-Gene-PROT
NCK2-TRAN,NCK2-PROT,internal link,Gene-TRAN-Gene-PROT
NCOA1-TRAN,NCOA1-PROT,internal link,Gene-TRAN-Gene-PROT
NCOA2-TRAN,NCOA2-PROT,internal link,Gene-TRAN-Gene-PROT
NCOA3-TRAN,NCOA3-PROT,internal link,Gene-TRAN-Gene-PROT
NCOR1-TRAN,NCOR1-PROT,internal link,Gene-TRAN-Gene-PROT
NCOR2-TRAN,NCOR2-PROT,internal link,Gene-TRAN-Gene-PROT
NCSTN-TRAN,NCSTN-PROT,internal link,Gene-TRAN-Gene-PROT
NEK7-TRAN,NEK7-PROT,internal link,Gene-TRAN-Gene-PROT
NEO1-TRAN,NEO1-PROT,internal link,Gene-TRAN-Gene-PROT
NF1-TRAN,NF1-PROT,internal link,Gene-TRAN-Gene-PROT
NF2-TRAN,NF2-PROT,internal link,Gene-TRAN-Gene-PROT
NFATC1-TRAN,NFATC1-PROT,internal link,Gene-TRAN-Gene-PROT
NFATC2-TRAN,NFATC2-PROT,internal link,Gene-TRAN-Gene-PROT
NFATC3-TRAN,NFATC3-PROT,internal link,Gene-TRAN-Gene-PROT
NFATC4-TRAN,NFATC4-PROT,internal link,Gene-TRAN-Gene-PROT
NFKB1-TRAN,NFKB1-PROT,internal link,Gene-TRAN-Gene-PROT
NFKB2-TRAN,NFKB2-PROT,internal link,Gene-TRAN-Gene-PROT
NFKBIA-TRAN,NFKBIA-PROT,internal link,Gene-TRAN-Gene-PROT
NFKBIB-TRAN,NFKBIB-PROT,internal link,Gene-TRAN-Gene-PROT
NFKBIE-TRAN,NFKBIE-PROT,internal link,Gene-TRAN-Gene-PROT
NGF-TRAN,NGF-PROT,internal link,Gene-TRAN-Gene-PROT
NGFR-TRAN,NGFR-PROT,internal link,Gene-TRAN-Gene-PROT
NKD1-TRAN,NKD1-PROT,internal link,Gene-TRAN-Gene-PROT
NKD2-TRAN,NKD2-PROT,internal link,Gene-TRAN-Gene-PROT
NLK-TRAN,NLK-PROT,internal link,Gene-TRAN-Gene-PROT
NLRC4-TRAN,NLRC4-PROT,internal link,Gene-TRAN-Gene-PROT
NLRP1-TRAN,NLRP1-PROT,internal link,Gene-TRAN-Gene-PROT
NLRP12-TRAN,NLRP12-PROT,internal link,Gene-TRAN-Gene-PROT
NLRP3-TRAN,NLRP3-PROT,internal link,Gene-TRAN-Gene-PROT
NLRP6-TRAN,NLRP6-PROT,internal link,Gene-TRAN-Gene-PROT
NLRP7-TRAN,NLRP7-PROT,internal link,Gene-TRAN-Gene-PROT
NLRX1-TRAN,NLRX1-PROT,internal link,Gene-TRAN-Gene-PROT
NOD1-TRAN,NOD1-PROT,internal link,Gene-TRAN-Gene-PROT
NOD2-TRAN,NOD2-PROT,internal link,Gene-TRAN-Gene-PROT
NODAL-TRAN,NODAL-PROT,internal link,Gene-TRAN-Gene-PROT
NOG-TRAN,NOG-PROT,internal link,Gene-TRAN-Gene-PROT
NOS1-TRAN,NOS1-PROT,internal link,Gene-TRAN-Gene-PROT
NOS2-TRAN,NOS2-PROT,internal link,Gene-TRAN-Gene-PROT
NOS3-TRAN,NOS3-PROT,internal link,Gene-TRAN-Gene-PROT
NOTCH1-TRAN,NOTCH1-PROT,internal link,Gene-TRAN-Gene-PROT
NOTCH2-TRAN,NOTCH2-PROT,internal link,Gene-TRAN-Gene-PROT
NOTCH3-TRAN,NOTCH3-PROT,internal link,Gene-TRAN-Gene-PROT
NOTCH4-TRAN,NOTCH4-PROT,internal link,Gene-TRAN-Gene-PROT
NOTUM-TRAN,NOTUM-PROT,internal link,Gene-TRAN-Gene-PROT
NOX1-TRAN,NOX1-PROT,internal link,Gene-TRAN-Gene-PROT
NOX4-TRAN,NOX4-PROT,internal link,Gene-TRAN-Gene-PROT
NPPA-TRAN,NPPA-PROT,internal link,Gene-TRAN-Gene-PROT
NPPB-TRAN,NPPB-PROT,internal link,Gene-TRAN-Gene-PROT
NPPC-TRAN,NPPC-PROT,internal link,Gene-TRAN-Gene-PROT
NPR1-TRAN,NPR1-PROT,internal link,Gene-TRAN-Gene-PROT
NPR2-TRAN,NPR2-PROT,internal link,Gene-TRAN-Gene-PROT
NPRL2-TRAN,NPRL2-PROT,internal link,Gene-TRAN-Gene-PROT
NPRL3-TRAN,NPRL3-PROT,internal link,Gene-TRAN-Gene-PROT
NPY-TRAN,NPY-PROT,internal link,Gene-TRAN-Gene-PROT
NPY1R-TRAN,NPY1R-PROT,internal link,Gene-TRAN-Gene-PROT
NR1H3-TRAN,NR1H3-PROT,internal link,Gene-TRAN-Gene-PROT
NR4A1-TRAN,NR4A1-PROT,internal link,Gene-TRAN-Gene-PROT
NRAS-TRAN,NRAS-PROT,internal link,Gene-TRAN-Gene-PROT
NRF1-TRAN,NRF1-PROT,internal link,Gene-TRAN-Gene-PROT
NRG1-TRAN,NRG1-PROT,internal link,Gene-TRAN-Gene-PROT
NRG2-TRAN,NRG2-PROT,internal link,Gene-TRAN-Gene-PROT
NRG3-TRAN,NRG3-PROT,internal link,Gene-TRAN-Gene-PROT
NRG4-TRAN,NRG4-PROT,internal link,Gene-TRAN-Gene-PROT
NSMAF-TRAN,NSMAF-PROT,internal link,Gene-TRAN-Gene-PROT
NTF3-TRAN,NTF3-PROT,internal link,Gene-TRAN-Gene-PROT
NTF4-TRAN,NTF4-PROT,internal link,Gene-TRAN-Gene-PROT
NTRK1-TRAN,NTRK1-PROT,internal link,Gene-TRAN-Gene-PROT
NTRK2-TRAN,NTRK2-PROT,internal link,Gene-TRAN-Gene-PROT
NTRK3-TRAN,NTRK3-PROT,internal link,Gene-TRAN-Gene-PROT
NTSR1-TRAN,NTSR1-PROT,internal link,Gene-TRAN-Gene-PROT
NUMB-TRAN,NUMB-PROT,internal link,Gene-TRAN-Gene-PROT
NUMBL-TRAN,NUMBL-PROT,internal link,Gene-TRAN-Gene-PROT
OLR1-TRAN,OLR1-PROT,internal link,Gene-TRAN-Gene-PROT
OPRD1-TRAN,OPRD1-PROT,internal link,Gene-TRAN-Gene-PROT
OPRM1-TRAN,OPRM1-PROT,internal link,Gene-TRAN-Gene-PROT
ORAI1-TRAN,ORAI1-PROT,internal link,Gene-TRAN-Gene-PROT
ORAI2-TRAN,ORAI2-PROT,internal link,Gene-TRAN-Gene-PROT
ORAI3-TRAN,ORAI3-PROT,internal link,Gene-TRAN-Gene-PROT
OSM-TRAN,OSM-PROT,internal link,Gene-TRAN-Gene-PROT
OSMR-TRAN,OSMR-PROT,internal link,Gene-TRAN-Gene-PROT
OTUD5-TRAN,OTUD5-PROT,internal link,Gene-TRAN-Gene-PROT
OXT-TRAN,OXT-PROT,internal link,Gene-TRAN-Gene-PROT
OXTR-TRAN,OXTR-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX1-TRAN,P2RX1-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX2-TRAN,P2RX2-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX3-TRAN,P2RX3-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX4-TRAN,P2RX4-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX5-TRAN,P2RX5-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX6-TRAN,P2RX6-PROT,internal link,Gene-TRAN-Gene-PROT
P2RX7-TRAN,P2RX7-PROT,internal link,Gene-TRAN-Gene-PROT
P2RY1-TRAN,P2RY1-PROT,internal link,Gene-TRAN-Gene-PROT
PAK1-TRAN,PAK1-PROT,internal link,Gene-TRAN-Gene-PROT
PAK2-TRAN,PAK2-PROT,internal link,Gene-TRAN-Gene-PROT
PAK3-TRAN,PAK3-PROT,internal link,Gene-TRAN-Gene-PROT
PAK4-TRAN,PAK4-PROT,internal link,Gene-TRAN-Gene-PROT
PAK5-TRAN,PAK5-PROT,internal link,Gene-TRAN-Gene-PROT
PAK6-TRAN,PAK6-PROT,internal link,Gene-TRAN-Gene-PROT
PALS1-TRAN,PALS1-PROT,internal link,Gene-TRAN-Gene-PROT
PARD3-TRAN,PARD3-PROT,internal link,Gene-TRAN-Gene-PROT
PARD6A-TRAN,PARD6A-PROT,internal link,Gene-TRAN-Gene-PROT
PARD6B-TRAN,PARD6B-PROT,internal link,Gene-TRAN-Gene-PROT
PARD6G-TRAN,PARD6G-PROT,internal link,Gene-TRAN-Gene-PROT
PATJ-TRAN,PATJ-PROT,internal link,Gene-TRAN-Gene-PROT
PCK1-TRAN,PCK1-PROT,internal link,Gene-TRAN-Gene-PROT
PCK2-TRAN,PCK2-PROT,internal link,Gene-TRAN-Gene-PROT
PDCD1-TRAN,PDCD1-PROT,internal link,Gene-TRAN-Gene-PROT
PDE10A-TRAN,PDE10A-PROT,internal link,Gene-TRAN-Gene-PROT
PDE1A-TRAN,PDE1A-PROT,internal link,Gene-TRAN-Gene-PROT
PDE1B-TRAN,PDE1B-PROT,internal link,Gene-TRAN-Gene-PROT
PDE1C-TRAN,PDE1C-PROT,internal link,Gene-TRAN-Gene-PROT
PDE2A-TRAN,PDE2A-PROT,internal link,Gene-TRAN-Gene-PROT
PDE3A-TRAN,PDE3A-PROT,internal link,Gene-TRAN-Gene-PROT
PDE3B-TRAN,PDE3B-PROT,internal link,Gene-TRAN-Gene-PROT
PDE4A-TRAN,PDE4A-PROT,internal link,Gene-TRAN-Gene-PROT
PDE4B-TRAN,PDE4B-PROT,internal link,Gene-TRAN-Gene-PROT
PDE4C-TRAN,PDE4C-PROT,internal link,Gene-TRAN-Gene-PROT
PDE4D-TRAN,PDE4D-PROT,internal link,Gene-TRAN-Gene-PROT
PDGFA-TRAN,PDGFA-PROT,internal link,Gene-TRAN-Gene-PROT
PDGFB-TRAN,PDGFB-PROT,internal link,Gene-TRAN-Gene-PROT
PDGFC-TRAN,PDGFC-PROT,internal link,Gene-TRAN-Gene-PROT
PDGFD-TRAN,PDGFD-PROT,internal link,Gene-TRAN-Gene-PROT
PDGFRA-TRAN,PDGFRA-PROT,internal link,Gene-TRAN-Gene-PROT
