src,dest,path,EdgeType
ATP2B4-METH,ATP2B4-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1A-METH,ATP6V1A-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1B1-METH,ATP6V1B1-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1B2-METH,ATP6V1B2-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1C1-METH,ATP6V1C1-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1C2-METH,ATP6V1C2-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1D-METH,ATP6V1D-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1E1-METH,ATP6V1E1-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1E2-METH,ATP6V1E2-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1F-METH,ATP6V1F-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1G1-METH,ATP6V1G1-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1G2-METH,ATP6V1G2-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1G3-METH,ATP6V1G3-TRAN,internal link,Gene-TRAN-Gene-METH
ATP6V1H-METH,ATP6V1H-TRAN,internal link,Gene-TRAN-Gene-METH
ATR-METH,ATR-TRAN,internal link,Gene-TRAN-Gene-METH
ATXN1-METH,ATXN1-TRAN,internal link,Gene-TRAN-Gene-METH
ATXN1L-METH,ATXN1L-TRAN,internal link,Gene-TRAN-Gene-METH
AVP-METH,AVP-TRAN,internal link,Gene-TRAN-Gene-METH
AVPR1A-METH,AVPR1A-TRAN,internal link,Gene-TRAN-Gene-METH
AVPR1B-METH,AVPR1B-TRAN,internal link,Gene-TRAN-Gene-METH
AVPR2-METH,AVPR2-TRAN,internal link,Gene-TRAN-Gene-METH
AXIN1-METH,AXIN1-TRAN,internal link,Gene-TRAN-Gene-METH
AXIN2-METH,AXIN2-TRAN,internal link,Gene-TRAN-Gene-METH
AZI2-METH,AZI2-TRAN,internal link,Gene-TRAN-Gene-METH
BAD-METH,BAD-TRAN,internal link,Gene-TRAN-Gene-METH
BAG4-METH,BAG4-TRAN,internal link,Gene-TRAN-Gene-METH
BAMBI-METH,BAMBI-TRAN,internal link,Gene-TRAN-Gene-METH
BAX-METH,BAX-TRAN,internal link,Gene-TRAN-Gene-METH
BBC3-METH,BBC3-TRAN,internal link,Gene-TRAN-Gene-METH
BCAR1-METH,BCAR1-TRAN,internal link,Gene-TRAN-Gene-METH
BCL10-METH,BCL10-TRAN,internal link,Gene-TRAN-Gene-METH
BCL2-METH,BCL2-TRAN,internal link,Gene-TRAN-Gene-METH
BCL2A1-METH,BCL2A1-TRAN,internal link,Gene-TRAN-Gene-METH
BCL2L1-METH,BCL2L1-TRAN,internal link,Gene-TRAN-Gene-METH
BCL2L11-METH,BCL2L11-TRAN,internal link,Gene-TRAN-Gene-METH
BCL3-METH,BCL3-TRAN,internal link,Gene-TRAN-Gene-METH
BCL6-METH,BCL6-TRAN,internal link,Gene-TRAN-Gene-METH
BDKRB1-METH,BDKRB1-TRAN,internal link,Gene-TRAN-Gene-METH
BDKRB2-METH,BDKRB2-TRAN,internal link,Gene-TRAN-Gene-METH
BDNF-METH,BDNF-TRAN,internal link,Gene-TRAN-Gene-METH
BECN1-METH,BECN1-TRAN,internal link,Gene-TRAN-Gene-METH
BECN2-METH,BECN2-TRAN,internal link,Gene-TRAN-Gene-METH
BEX3-METH,BEX3-TRAN,internal link,Gene-TRAN-Gene-METH
BID-METH,BID-TRAN,internal link,Gene-TRAN-Gene-METH
BIRC2-METH,BIRC2-TRAN,internal link,Gene-TRAN-Gene-METH
BIRC3-METH,BIRC3-TRAN,internal link,Gene-TRAN-Gene-METH
BIRC5-METH,BIRC5-TRAN,internal link,Gene-TRAN-Gene-METH
BLNK-METH,BLNK-TRAN,internal link,Gene-TRAN-Gene-METH
BMP2-METH,BMP2-TRAN,internal link,Gene-TRAN-Gene-METH
BMP4-METH,BMP4-TRAN,internal link,Gene-TRAN-Gene-METH
BMP5-METH,BMP5-TRAN,internal link,Gene-TRAN-Gene-METH
BMP6-METH,BMP6-TRAN,internal link,Gene-TRAN-Gene-METH
BMP7-METH,BMP7-TRAN,internal link,Gene-TRAN-Gene-METH
BMP8A-METH,BMP8A-TRAN,internal link,Gene-TRAN-Gene-METH
BMP8B-METH,BMP8B-TRAN,internal link,Gene-TRAN-Gene-METH
BMPR1A-METH,BMPR1A-TRAN,internal link,Gene-TRAN-Gene-METH
BMPR1B-METH,BMPR1B-TRAN,internal link,Gene-TRAN-Gene-METH
BMPR2-METH,BMPR2-TRAN,internal link,Gene-TRAN-Gene-METH
BNIP3-METH,BNIP3-TRAN,internal link,Gene-TRAN-Gene-METH
BOC-METH,BOC-TRAN,internal link,Gene-TRAN-Gene-METH
BORCS8-MEF2B-METH,BORCS8-MEF2B-TRAN,internal link,Gene-TRAN-Gene-METH
BRAF-METH,BRAF-TRAN,internal link,Gene-TRAN-Gene-METH
BRAP-METH,BRAP-TRAN,internal link,Gene-TRAN-Gene-METH
BRCA1-METH,BRCA1-TRAN,internal link,Gene-TRAN-Gene-METH
BRCC3-METH,BRCC3-TRAN,internal link,Gene-TRAN-Gene-METH
BTC-METH,BTC-TRAN,internal link,Gene-TRAN-Gene-METH
BTK-METH,BTK-TRAN,internal link,Gene-TRAN-Gene-METH
BTRC-METH,BTRC-TRAN,internal link,Gene-TRAN-Gene-METH
BUB1B-PAK6-METH,BUB1B-PAK6-TRAN,internal link,Gene-TRAN-Gene-METH
CAB39-METH,CAB39-TRAN,internal link,Gene-TRAN-Gene-METH
CAB39L-METH,CAB39L-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1A-METH,CACNA1A-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1B-METH,CACNA1B-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1C-METH,CACNA1C-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1D-METH,CACNA1D-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1E-METH,CACNA1E-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1F-METH,CACNA1F-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1G-METH,CACNA1G-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1H-METH,CACNA1H-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1I-METH,CACNA1I-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA1S-METH,CACNA1S-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA2D1-METH,CACNA2D1-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA2D2-METH,CACNA2D2-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA2D3-METH,CACNA2D3-TRAN,internal link,Gene-TRAN-Gene-METH
CACNA2D4-METH,CACNA2D4-TRAN,internal link,Gene-TRAN-Gene-METH
CACNB1-METH,CACNB1-TRAN,internal link,Gene-TRAN-Gene-METH
CACNB2-METH,CACNB2-TRAN,internal link,Gene-TRAN-Gene-METH
CACNB3-METH,CACNB3-TRAN,internal link,Gene-TRAN-Gene-METH
CACNB4-METH,CACNB4-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG1-METH,CACNG1-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG2-METH,CACNG2-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG3-METH,CACNG3-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG4-METH,CACNG4-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG5-METH,CACNG5-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG6-METH,CACNG6-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG7-METH,CACNG7-TRAN,internal link,Gene-TRAN-Gene-METH
CACNG8-METH,CACNG8-TRAN,internal link,Gene-TRAN-Gene-METH
CACYBP-METH,CACYBP-TRAN,internal link,Gene-TRAN-Gene-METH
CALM1-METH,CALM1-TRAN,internal link,Gene-TRAN-Gene-METH
CALM2-METH,CALM2-TRAN,internal link,Gene-TRAN-Gene-METH
CALM3-METH,CALM3-TRAN,internal link,Gene-TRAN-Gene-METH
CALML3-METH,CALML3-TRAN,internal link,Gene-TRAN-Gene-METH
CALML4-METH,CALML4-TRAN,internal link,Gene-TRAN-Gene-METH
CALML5-METH,CALML5-TRAN,internal link,Gene-TRAN-Gene-METH
CALML6-METH,CALML6-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK1-METH,CAMK1-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK1D-METH,CAMK1D-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK1G-METH,CAMK1G-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK2A-METH,CAMK2A-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK2B-METH,CAMK2B-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK2D-METH,CAMK2D-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK2G-METH,CAMK2G-TRAN,internal link,Gene-TRAN-Gene-METH
CAMK4-METH,CAMK4-TRAN,internal link,Gene-TRAN-Gene-METH
CAMKK2-METH,CAMKK2-TRAN,internal link,Gene-TRAN-Gene-METH
CAMP-METH,CAMP-TRAN,internal link,Gene-TRAN-Gene-METH
CARD10-METH,CARD10-TRAN,internal link,Gene-TRAN-Gene-METH
CARD11-METH,CARD11-TRAN,internal link,Gene-TRAN-Gene-METH
CARD14-METH,CARD14-TRAN,internal link,Gene-TRAN-Gene-METH
CARD16-METH,CARD16-TRAN,internal link,Gene-TRAN-Gene-METH
CARD18-METH,CARD18-TRAN,internal link,Gene-TRAN-Gene-METH
CARD6-METH,CARD6-TRAN,internal link,Gene-TRAN-Gene-METH
CARD8-METH,CARD8-TRAN,internal link,Gene-TRAN-Gene-METH
CARD9-METH,CARD9-TRAN,internal link,Gene-TRAN-Gene-METH
CASP1-METH,CASP1-TRAN,internal link,Gene-TRAN-Gene-METH
CASP10-METH,CASP10-TRAN,internal link,Gene-TRAN-Gene-METH
CASP12-METH,CASP12-TRAN,internal link,Gene-TRAN-Gene-METH
CASP3-METH,CASP3-TRAN,internal link,Gene-TRAN-Gene-METH
CASP4-METH,CASP4-TRAN,internal link,Gene-TRAN-Gene-METH
CASP5-METH,CASP5-TRAN,internal link,Gene-TRAN-Gene-METH
CASP7-METH,CASP7-TRAN,internal link,Gene-TRAN-Gene-METH
CASP8-METH,CASP8-TRAN,internal link,Gene-TRAN-Gene-METH
CASP9-METH,CASP9-TRAN,internal link,Gene-TRAN-Gene-METH
CASQ1-METH,CASQ1-TRAN,internal link,Gene-TRAN-Gene-METH
CASQ2-METH,CASQ2-TRAN,internal link,Gene-TRAN-Gene-METH
CASR-METH,CASR-TRAN,internal link,Gene-TRAN-Gene-METH
CASTOR1-METH,CASTOR1-TRAN,internal link,Gene-TRAN-Gene-METH
CAT-METH,CAT-TRAN,internal link,Gene-TRAN-Gene-METH
CBL-METH,CBL-TRAN,internal link,Gene-TRAN-Gene-METH
CBLB-METH,CBLB-TRAN,internal link,Gene-TRAN-Gene-METH
CCKAR-METH,CCKAR-TRAN,internal link,Gene-TRAN-Gene-METH
CCKBR-METH,CCKBR-TRAN,internal link,Gene-TRAN-Gene-METH
CCL1-METH,CCL1-TRAN,internal link,Gene-TRAN-Gene-METH
CCL11-METH,CCL11-TRAN,internal link,Gene-TRAN-Gene-METH
CCL13-METH,CCL13-TRAN,internal link,Gene-TRAN-Gene-METH
CCL14-METH,CCL14-TRAN,internal link,Gene-TRAN-Gene-METH
CCL15-METH,CCL15-TRAN,internal link,Gene-TRAN-Gene-METH
CCL16-METH,CCL16-TRAN,internal link,Gene-TRAN-Gene-METH
CCL17-METH,CCL17-TRAN,internal link,Gene-TRAN-Gene-METH
CCL18-METH,CCL18-TRAN,internal link,Gene-TRAN-Gene-METH
CCL19-METH,CCL19-TRAN,internal link,Gene-TRAN-Gene-METH
CCL2-METH,CCL2-TRAN,internal link,Gene-TRAN-Gene-METH
CCL20-METH,CCL20-TRAN,internal link,Gene-TRAN-Gene-METH
CCL21-METH,CCL21-TRAN,internal link,Gene-TRAN-Gene-METH
CCL22-METH,CCL22-TRAN,internal link,Gene-TRAN-Gene-METH
CCL23-METH,CCL23-TRAN,internal link,Gene-TRAN-Gene-METH
CCL24-METH,CCL24-TRAN,internal link,Gene-TRAN-Gene-METH
CCL25-METH,CCL25-TRAN,internal link,Gene-TRAN-Gene-METH
CCL26-METH,CCL26-TRAN,internal link,Gene-TRAN-Gene-METH
CCL27-METH,CCL27-TRAN,internal link,Gene-TRAN-Gene-METH
CCL28-METH,CCL28-TRAN,internal link,Gene-TRAN-Gene-METH
CCL3-METH,CCL3-TRAN,internal link,Gene-TRAN-Gene-METH
CCL4-METH,CCL4-TRAN,internal link,Gene-TRAN-Gene-METH
CCL5-METH,CCL5-TRAN,internal link,Gene-TRAN-Gene-METH
CCL7-METH,CCL7-TRAN,internal link,Gene-TRAN-Gene-METH
CCL8-METH,CCL8-TRAN,internal link,Gene-TRAN-Gene-METH
CCN2-METH,CCN2-TRAN,internal link,Gene-TRAN-Gene-METH
CCNA1-METH,CCNA1-TRAN,internal link,Gene-TRAN-Gene-METH
CCNA2-METH,CCNA2-TRAN,internal link,Gene-TRAN-Gene-METH
CCNB1-METH,CCNB1-TRAN,internal link,Gene-TRAN-Gene-METH
CCNB2-METH,CCNB2-TRAN,internal link,Gene-TRAN-Gene-METH
CCNB3-METH,CCNB3-TRAN,internal link,Gene-TRAN-Gene-METH
CCND1-METH,CCND1-TRAN,internal link,Gene-TRAN-Gene-METH
CCND2-METH,CCND2-TRAN,internal link,Gene-TRAN-Gene-METH
CCND3-METH,CCND3-TRAN,internal link,Gene-TRAN-Gene-METH
CCNE1-METH,CCNE1-TRAN,internal link,Gene-TRAN-Gene-METH
CCNE2-METH,CCNE2-TRAN,internal link,Gene-TRAN-Gene-METH
CCNG1-METH,CCNG1-TRAN,internal link,Gene-TRAN-Gene-METH
CCNG2-METH,CCNG2-TRAN,internal link,Gene-TRAN-Gene-METH
CCR1-METH,CCR1-TRAN,internal link,Gene-TRAN-Gene-METH
CCR10-METH,CCR10-TRAN,internal link,Gene-TRAN-Gene-METH
CCR2-METH,CCR2-TRAN,internal link,Gene-TRAN-Gene-METH
CCR3-METH,CCR3-TRAN,internal link,Gene-TRAN-Gene-METH
CCR4-METH,CCR4-TRAN,internal link,Gene-TRAN-Gene-METH
CCR5-METH,CCR5-TRAN,internal link,Gene-TRAN-Gene-METH
CCR6-METH,CCR6-TRAN,internal link,Gene-TRAN-Gene-METH
CCR7-METH,CCR7-TRAN,internal link,Gene-TRAN-Gene-METH
CCR8-METH,CCR8-TRAN,internal link,Gene-TRAN-Gene-METH
CCR9-METH,CCR9-TRAN,internal link,Gene-TRAN-Gene-METH
CD14-METH,CD14-TRAN,internal link,Gene-TRAN-Gene-METH
CD19-METH,CD19-TRAN,internal link,Gene-TRAN-Gene-METH
CD209-METH,CD209-TRAN,internal link,Gene-TRAN-Gene-METH
CD22-METH,CD22-TRAN,internal link,Gene-TRAN-Gene-METH
CD247-METH,CD247-TRAN,internal link,Gene-TRAN-Gene-METH
CD28-METH,CD28-TRAN,internal link,Gene-TRAN-Gene-METH
CD36-METH,CD36-TRAN,internal link,Gene-TRAN-Gene-METH
CD38-METH,CD38-TRAN,internal link,Gene-TRAN-Gene-METH
CD3E-METH,CD3E-TRAN,internal link,Gene-TRAN-Gene-METH
CD4-METH,CD4-TRAN,internal link,Gene-TRAN-Gene-METH
CD40-METH,CD40-TRAN,internal link,Gene-TRAN-Gene-METH
CD40LG-METH,CD40LG-TRAN,internal link,Gene-TRAN-Gene-METH
CD72-METH,CD72-TRAN,internal link,Gene-TRAN-Gene-METH
CD79A-METH,CD79A-TRAN,internal link,Gene-TRAN-Gene-METH
CD79B-METH,CD79B-TRAN,internal link,Gene-TRAN-Gene-METH
CD80-METH,CD80-TRAN,internal link,Gene-TRAN-Gene-METH
CD82-METH,CD82-TRAN,internal link,Gene-TRAN-Gene-METH
CD86-METH,CD86-TRAN,internal link,Gene-TRAN-Gene-METH
CD8A-METH,CD8A-TRAN,internal link,Gene-TRAN-Gene-METH
CD8B-METH,CD8B-TRAN,internal link,Gene-TRAN-Gene-METH
CD8B2-METH,CD8B2-TRAN,internal link,Gene-TRAN-Gene-METH
CDC25B-METH,CDC25B-TRAN,internal link,Gene-TRAN-Gene-METH
CDC37-METH,CDC37-TRAN,internal link,Gene-TRAN-Gene-METH
CDC42-METH,CDC42-TRAN,internal link,Gene-TRAN-Gene-METH
CDH1-METH,CDH1-TRAN,internal link,Gene-TRAN-Gene-METH
CDK1-METH,CDK1-TRAN,internal link,Gene-TRAN-Gene-METH
CDK2-METH,CDK2-TRAN,internal link,Gene-TRAN-Gene-METH
CDK4-METH,CDK4-TRAN,internal link,Gene-TRAN-Gene-METH
CDK6-METH,CDK6-TRAN,internal link,Gene-TRAN-Gene-METH
CDKN1A-METH,CDKN1A-TRAN,internal link,Gene-TRAN-Gene-METH
CDKN1B-METH,CDKN1B-TRAN,internal link,Gene-TRAN-Gene-METH
CDKN2A-METH,CDKN2A-TRAN,internal link,Gene-TRAN-Gene-METH
CDKN2B-METH,CDKN2B-TRAN,internal link,Gene-TRAN-Gene-METH
CDKN2D-METH,CDKN2D-TRAN,internal link,Gene-TRAN-Gene-METH
CDON-METH,CDON-TRAN,internal link,Gene-TRAN-Gene-METH
CEBPB-METH,CEBPB-TRAN,internal link,Gene-TRAN-Gene-METH
CER1-METH,CER1-TRAN,internal link,Gene-TRAN-Gene-METH
CFLAR-METH,CFLAR-TRAN,internal link,Gene-TRAN-Gene-METH
CFTR-METH,CFTR-TRAN,internal link,Gene-TRAN-Gene-METH
CGA-METH,CGA-TRAN,internal link,Gene-TRAN-Gene-METH
CHAD-METH,CHAD-TRAN,internal link,Gene-TRAN-Gene-METH
CHD8-METH,CHD8-TRAN,internal link,Gene-TRAN-Gene-METH
CHEK1-METH,CHEK1-TRAN,internal link,Gene-TRAN-Gene-METH
CHEK2-METH,CHEK2-TRAN,internal link,Gene-TRAN-Gene-METH
CHRD-METH,CHRD-TRAN,internal link,Gene-TRAN-Gene-METH
CHRM1-METH,CHRM1-TRAN,internal link,Gene-TRAN-Gene-METH
CHRM2-METH,CHRM2-TRAN,internal link,Gene-TRAN-Gene-METH
CHRM3-METH,CHRM3-TRAN,internal link,Gene-TRAN-Gene-METH
CHRM5-METH,CHRM5-TRAN,internal link,Gene-TRAN-Gene-METH
CHRNA7-METH,CHRNA7-TRAN,internal link,Gene-TRAN-Gene-METH
CHUK-METH,CHUK-TRAN,internal link,Gene-TRAN-Gene-METH
CIR1-METH,CIR1-TRAN,internal link,Gene-TRAN-Gene-METH
CISH-METH,CISH-TRAN,internal link,Gene-TRAN-Gene-METH
CLEC1B-METH,CLEC1B-TRAN,internal link,Gene-TRAN-Gene-METH
CLEC4D-METH,CLEC4D-TRAN,internal link,Gene-TRAN-Gene-METH
CLEC4E-METH,CLEC4E-TRAN,internal link,Gene-TRAN-Gene-METH
CLEC4M-METH,CLEC4M-TRAN,internal link,Gene-TRAN-Gene-METH
CLEC6A-METH,CLEC6A-TRAN,internal link,Gene-TRAN-Gene-METH
CLEC7A-METH,CLEC7A-TRAN,internal link,Gene-TRAN-Gene-METH
CLIP1-METH,CLIP1-TRAN,internal link,Gene-TRAN-Gene-METH
CNGA1-METH,CNGA1-TRAN,internal link,Gene-TRAN-Gene-METH
CNGA2-METH,CNGA2-TRAN,internal link,Gene-TRAN-Gene-METH
CNGA3-METH,CNGA3-TRAN,internal link,Gene-TRAN-Gene-METH
CNGA4-METH,CNGA4-TRAN,internal link,Gene-TRAN-Gene-METH
CNGB1-METH,CNGB1-TRAN,internal link,Gene-TRAN-Gene-METH
CNGB3-METH,CNGB3-TRAN,internal link,Gene-TRAN-Gene-METH
CNR1-METH,CNR1-TRAN,internal link,Gene-TRAN-Gene-METH
CNTF-METH,CNTF-TRAN,internal link,Gene-TRAN-Gene-METH
CNTFR-METH,CNTFR-TRAN,internal link,Gene-TRAN-Gene-METH
COL1A1-METH,COL1A1-TRAN,internal link,Gene-TRAN-Gene-METH
COL1A2-METH,COL1A2-TRAN,internal link,Gene-TRAN-Gene-METH
COL2A1-METH,COL2A1-TRAN,internal link,Gene-TRAN-Gene-METH
COL3A1-METH,COL3A1-TRAN,internal link,Gene-TRAN-Gene-METH
COL4A1-METH,COL4A1-TRAN,internal link,Gene-TRAN-Gene-METH
COL4A2-METH,COL4A2-TRAN,internal link,Gene-TRAN-Gene-METH
COL4A3-METH,COL4A3-TRAN,internal link,Gene-TRAN-Gene-METH
COL4A4-METH,COL4A4-TRAN,internal link,Gene-TRAN-Gene-METH
COL4A5-METH,COL4A5-TRAN,internal link,Gene-TRAN-Gene-METH
COL4A6-METH,COL4A6-TRAN,internal link,Gene-TRAN-Gene-METH
COL6A1-METH,COL6A1-TRAN,internal link,Gene-TRAN-Gene-METH
COL6A2-METH,COL6A2-TRAN,internal link,Gene-TRAN-Gene-METH
COL6A3-METH,COL6A3-TRAN,internal link,Gene-TRAN-Gene-METH
COL6A5-METH,COL6A5-TRAN,internal link,Gene-TRAN-Gene-METH
COL6A6-METH,COL6A6-TRAN,internal link,Gene-TRAN-Gene-METH
COL9A1-METH,COL9A1-TRAN,internal link,Gene-TRAN-Gene-METH
COL9A2-METH,COL9A2-TRAN,internal link,Gene-TRAN-Gene-METH
COL9A3-METH,COL9A3-TRAN,internal link,Gene-TRAN-Gene-METH
COMP-METH,COMP-TRAN,internal link,Gene-TRAN-Gene-METH
COP1-METH,COP1-TRAN,internal link,Gene-TRAN-Gene-METH
CPT1A-METH,CPT1A-TRAN,internal link,Gene-TRAN-Gene-METH
CPT1B-METH,CPT1B-TRAN,internal link,Gene-TRAN-Gene-METH
CPT1C-METH,CPT1C-TRAN,internal link,Gene-TRAN-Gene-METH
CPT2-METH,CPT2-TRAN,internal link,Gene-TRAN-Gene-METH
CREB1-METH,CREB1-TRAN,internal link,Gene-TRAN-Gene-METH
CREB3-METH,CREB3-TRAN,internal link,Gene-TRAN-Gene-METH
CREB3L1-METH,CREB3L1-TRAN,internal link,Gene-TRAN-Gene-METH
CREB3L2-METH,CREB3L2-TRAN,internal link,Gene-TRAN-Gene-METH
CREB3L3-METH,CREB3L3-TRAN,internal link,Gene-TRAN-Gene-METH
CREB3L4-METH,CREB3L4-TRAN,internal link,Gene-TRAN-Gene-METH
CREB5-METH,CREB5-TRAN,internal link,Gene-TRAN-Gene-METH
CREBBP-METH,CREBBP-TRAN,internal link,Gene-TRAN-Gene-METH
CRK-METH,CRK-TRAN,internal link,Gene-TRAN-Gene-METH
CRKL-METH,CRKL-TRAN,internal link,Gene-TRAN-Gene-METH
CRLF2-METH,CRLF2-TRAN,internal link,Gene-TRAN-Gene-METH
CRTC2-METH,CRTC2-TRAN,internal link,Gene-TRAN-Gene-METH
CSF1-METH,CSF1-TRAN,internal link,Gene-TRAN-Gene-METH
CSF1R-METH,CSF1R-TRAN,internal link,Gene-TRAN-Gene-METH
CSF2-METH,CSF2-TRAN,internal link,Gene-TRAN-Gene-METH
CSF2RA-METH,CSF2RA-TRAN,internal link,Gene-TRAN-Gene-METH
CSF2RB-METH,CSF2RB-TRAN,internal link,Gene-TRAN-Gene-METH
CSF3-METH,CSF3-TRAN,internal link,Gene-TRAN-Gene-METH
CSF3R-METH,CSF3R-TRAN,internal link,Gene-TRAN-Gene-METH
CSH1-METH,CSH1-TRAN,internal link,Gene-TRAN-Gene-METH
CSH2-METH,CSH2-TRAN,internal link,Gene-TRAN-Gene-METH
CSN2-METH,CSN2-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1A1-METH,CSNK1A1-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1A1L-METH,CSNK1A1L-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1D-METH,CSNK1D-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1E-METH,CSNK1E-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1G1-METH,CSNK1G1-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1G2-METH,CSNK1G2-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK1G3-METH,CSNK1G3-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK2A1-METH,CSNK2A1-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK2A2-METH,CSNK2A2-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK2A3-METH,CSNK2A3-TRAN,internal link,Gene-TRAN-Gene-METH
CSNK2B-METH,CSNK2B-TRAN,internal link,Gene-TRAN-Gene-METH
CTBP1-METH,CTBP1-TRAN,internal link,Gene-TRAN-Gene-METH
CTBP2-METH,CTBP2-TRAN,internal link,Gene-TRAN-Gene-METH
CTF1-METH,CTF1-TRAN,internal link,Gene-TRAN-Gene-METH
CTLA4-METH,CTLA4-TRAN,internal link,Gene-TRAN-Gene-METH
CTNNA1-METH,CTNNA1-TRAN,internal link,Gene-TRAN-Gene-METH
CTNNA2-METH,CTNNA2-TRAN,internal link,Gene-TRAN-Gene-METH
CTNNA3-METH,CTNNA3-TRAN,internal link,Gene-TRAN-Gene-METH
CTNNB1-METH,CTNNB1-TRAN,internal link,Gene-TRAN-Gene-METH
CTNNBIP1-METH,CTNNBIP1-TRAN,internal link,Gene-TRAN-Gene-METH
CTNND1-METH,CTNND1-TRAN,internal link,Gene-TRAN-Gene-METH
CTNND2-METH,CTNND2-TRAN,internal link,Gene-TRAN-Gene-METH
CTSB-METH,CTSB-TRAN,internal link,Gene-TRAN-Gene-METH
CTSD-METH,CTSD-TRAN,internal link,Gene-TRAN-Gene-METH
CUL1-METH,CUL1-TRAN,internal link,Gene-TRAN-Gene-METH
CUL3-METH,CUL3-TRAN,internal link,Gene-TRAN-Gene-METH
CX3CL1-METH,CX3CL1-TRAN,internal link,Gene-TRAN-Gene-METH
CX3CR1-METH,CX3CR1-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL1-METH,CXCL1-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL10-METH,CXCL10-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL11-METH,CXCL11-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL12-METH,CXCL12-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL13-METH,CXCL13-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL14-METH,CXCL14-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL16-METH,CXCL16-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL2-METH,CXCL2-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL3-METH,CXCL3-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL5-METH,CXCL5-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL6-METH,CXCL6-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL8-METH,CXCL8-TRAN,internal link,Gene-TRAN-Gene-METH
CXCL9-METH,CXCL9-TRAN,internal link,Gene-TRAN-Gene-METH
CXCR1-METH,CXCR1-TRAN,internal link,Gene-TRAN-Gene-METH
CXCR2-METH,CXCR2-TRAN,internal link,Gene-TRAN-Gene-METH
CXCR3-METH,CXCR3-TRAN,internal link,Gene-TRAN-Gene-METH
CXCR4-METH,CXCR4-TRAN,internal link,Gene-TRAN-Gene-METH
CXCR5-METH,CXCR5-TRAN,internal link,Gene-TRAN-Gene-METH
CXCR6-METH,CXCR6-TRAN,internal link,Gene-TRAN-Gene-METH
CXXC4-METH,CXXC4-TRAN,internal link,Gene-TRAN-Gene-METH
CYBA-METH,CYBA-TRAN,internal link,Gene-TRAN-Gene-METH
